userid,u_pv,u_cart,u_fav,u_buy_hist,u_item_nunique,u_cat_nunique,active_days,is_buy_before,cart_pv_ratio,item_focus_ratio,hist_buy_strength,pv_last1,cart_last1,fav_last1,last_gap,label
54,140,13,0,0,133,64,6,0,0.09929078014184398,0.9432624113475178,0.0,40.0,0.0,0.0,1,0
55,13,0,0,0,10,7,3,0,0.07142857142857142,0.7142857142857143,0.0,1.0,0.0,0.0,1,0
57,65,0,2,0,60,28,5,0,0.015151515151515152,0.9090909090909091,0.0,0.0,0.0,0.0,2,1
58,160,1,0,0,136,47,7,0,0.012422360248447204,0.84472049689441,0.0,40.0,0.0,0.0,1,0
59,41,7,0,3,31,21,6,1,0.19047619047619047,0.7380952380952381,0.09375,6.0,0.0,0.0,1,0
61,110,5,0,10,101,42,7,1,0.05405405405405406,0.9099099099099099,0.09803921568627451,29.0,1.0,0.0,1,0
62,5,0,0,0,5,5,2,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,2,0
63,84,7,9,3,56,20,5,1,0.09411764705882353,0.6588235294117647,0.05263157894736842,1.0,0.0,0.0,1,0
64,68,1,1,0,64,36,7,0,0.028985507246376812,0.927536231884058,0.0,7.0,0.0,0.0,1,0
65,4,1,0,0,5,4,3,0,0.4,1.0,0.0,0.0,0.0,0.0,2,1
66,144,42,0,3,153,73,7,1,0.296551724137931,1.0551724137931036,0.01948051948051948,15.0,2.0,0.0,1,0
68,173,2,22,3,156,80,7,1,0.017241379310344827,0.896551724137931,0.01910828025477707,2.0,0.0,0.0,1,0
69,72,5,0,0,61,39,7,0,0.0821917808219178,0.8356164383561644,0.0,5.0,0.0,0.0,1,0
70,115,8,0,0,103,38,5,0,0.07758620689655173,0.8879310344827587,0.0,34.0,2.0,0.0,1,0
71,12,0,0,1,10,5,4,1,0.07692307692307693,0.7692307692307693,0.09090909090909091,8.0,0.0,0.0,1,0
72,44,2,1,2,46,23,7,1,0.06666666666666667,1.0222222222222221,0.0425531914893617,15.0,0.0,0.0,1,0
73,137,4,0,2,131,62,7,1,0.036231884057971016,0.9492753623188406,0.015151515151515152,21.0,0.0,0.0,1,0
74,43,2,2,0,39,21,5,0,0.06818181818181818,0.8863636363636364,0.0,0.0,0.0,0.0,2,0
75,105,5,0,9,111,75,7,1,0.05660377358490566,1.0471698113207548,0.08035714285714286,39.0,1.0,0.0,1,0
76,51,0,0,1,24,10,3,1,0.019230769230769232,0.46153846153846156,0.04,1.0,0.0,0.0,1,0
77,9,0,4,0,13,3,3,0,0.1,1.3,0.0,8.0,0.0,1.0,1,1
78,179,25,0,0,186,56,5,0,0.14444444444444443,1.0333333333333334,0.0,14.0,4.0,0.0,1,0
79,18,0,0,0,17,7,3,0,0.05263157894736842,0.8947368421052632,0.0,2.0,0.0,0.0,1,0
80,188,13,0,7,198,128,7,1,0.07407407407407407,1.0476190476190477,0.035175879396984924,10.0,2.0,0.0,1,0
81,43,0,0,2,42,13,6,1,0.022727272727272728,0.9545454545454546,0.046511627906976744,7.0,0.0,0.0,1,0
82,49,0,0,1,49,20,6,1,0.02,0.98,0.02,3.0,0.0,0.0,1,0
83,34,4,0,2,37,20,7,1,0.14285714285714285,1.0571428571428572,0.05263157894736842,2.0,0.0,0.0,1,0
84,79,5,0,0,83,45,6,0,0.075,1.0375,0.0,9.0,0.0,0.0,1,0
85,9,0,0,0,7,4,2,0,0.1,0.7,0.0,0.0,0.0,0.0,5,0
86,17,3,0,1,16,8,4,1,0.2222222222222222,0.8888888888888888,0.058823529411764705,2.0,1.0,0.0,1,0
87,0,7,0,0,7,6,2,0,8.0,7.0,0.0,0.0,1.0,0.0,1,0
88,8,0,0,0,8,8,3,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,2,1
89,27,1,0,0,25,13,5,0,0.07142857142857142,0.8928571428571429,0.0,6.0,0.0,0.0,1,0
90,154,6,24,1,166,63,6,1,0.04516129032258064,1.070967741935484,0.005988023952095809,20.0,0.0,1.0,1,0
91,16,3,1,1,19,12,3,1,0.23529411764705882,1.1176470588235294,0.05,4.0,3.0,0.0,1,0
92,11,0,2,1,10,6,3,1,0.08333333333333333,0.8333333333333334,0.09090909090909091,0.0,0.0,0.0,5,0
94,131,0,11,0,125,70,7,0,0.007575757575757576,0.946969696969697,0.0,50.0,0.0,4.0,1,0
95,234,0,22,1,233,73,5,1,0.00425531914893617,0.9914893617021276,0.004273504273504274,91.0,0.0,10.0,1,0
96,67,5,0,2,52,26,7,1,0.08823529411764706,0.7647058823529411,0.03773584905660377,5.0,0.0,0.0,1,0
97,38,15,0,0,49,21,4,0,0.41025641025641024,1.2564102564102564,0.0,15.0,6.0,0.0,1,0
98,31,0,0,0,25,10,4,0,0.03125,0.78125,0.0,11.0,0.0,0.0,1,1
99,87,0,25,0,83,35,4,0,0.011363636363636364,0.9431818181818182,0.0,4.0,0.0,0.0,1,0
100,67,0,3,8,58,38,6,1,0.014705882352941176,0.8529411764705882,0.13559322033898305,3.0,0.0,0.0,1,0
101,76,1,6,0,69,37,7,0,0.025974025974025976,0.8961038961038961,0.0,14.0,0.0,0.0,1,1
102,12,0,3,0,12,10,6,0,0.07692307692307693,0.9230769230769231,0.0,1.0,0.0,0.0,1,0
103,205,0,13,1,207,51,5,1,0.0048543689320388345,1.0048543689320388,0.004807692307692308,5.0,0.0,0.0,1,0
104,20,6,1,0,25,14,5,0,0.3333333333333333,1.1904761904761905,0.0,10.0,3.0,1.0,1,0
105,25,5,0,3,27,19,4,1,0.23076923076923078,1.0384615384615385,0.10714285714285714,0.0,0.0,0.0,3,0
106,103,20,0,2,96,46,7,1,0.20192307692307693,0.9230769230769231,0.020618556701030927,1.0,2.0,0.0,1,0
107,60,4,1,1,54,28,5,1,0.08196721311475409,0.8852459016393442,0.01818181818181818,28.0,2.0,0.0,1,0
108,17,1,0,1,16,10,5,1,0.1111111111111111,0.8888888888888888,0.058823529411764705,0.0,0.0,0.0,3,0
109,33,0,1,1,23,12,4,1,0.029411764705882353,0.6764705882352942,0.041666666666666664,0.0,0.0,0.0,3,1
110,54,0,3,1,53,13,6,1,0.01818181818181818,0.9636363636363636,0.018518518518518517,9.0,0.0,1.0,1,0
111,63,0,2,0,56,45,7,0,0.015625,0.875,0.0,5.0,0.0,1.0,1,0
112,65,2,0,0,62,20,6,0,0.045454545454545456,0.9393939393939394,0.0,20.0,2.0,0.0,1,0
113,20,1,3,0,19,12,3,0,0.09523809523809523,0.9047619047619048,0.0,12.0,1.0,1.0,1,1
114,98,4,0,3,68,23,7,1,0.050505050505050504,0.6868686868686869,0.043478260869565216,1.0,0.0,0.0,1,1
115,204,3,10,0,199,60,7,0,0.01951219512195122,0.9707317073170731,0.0,28.0,0.0,1.0,1,0
116,224,15,3,8,200,86,7,1,0.07111111111111111,0.8888888888888888,0.03980099502487562,35.0,2.0,0.0,1,1
117,124,1,0,10,64,22,6,1,0.016,0.512,0.15384615384615385,0.0,0.0,0.0,2,0
118,62,0,0,0,57,22,6,0,0.015873015873015872,0.9047619047619048,0.0,13.0,0.0,0.0,1,0
119,116,1,5,3,111,53,7,1,0.017094017094017096,0.9487179487179487,0.026785714285714284,30.0,0.0,1.0,1,0
120,28,2,0,3,27,17,6,1,0.10344827586206896,0.9310344827586207,0.10714285714285714,11.0,1.0,0.0,1,0
121,51,0,3,1,44,22,5,1,0.019230769230769232,0.8461538461538461,0.022222222222222223,0.0,0.0,0.0,2,0
122,97,4,11,1,106,52,6,1,0.05102040816326531,1.0816326530612246,0.009345794392523364,48.0,2.0,5.0,1,1
123,9,1,0,0,8,5,4,0,0.2,0.8,0.0,0.0,0.0,0.0,2,1
124,27,0,0,0,23,11,4,0,0.03571428571428571,0.8214285714285714,0.0,9.0,0.0,0.0,1,0
126,6,0,0,1,7,4,2,1,0.14285714285714285,1.0,0.125,0.0,0.0,0.0,3,0
127,56,2,0,0,53,36,7,0,0.05263157894736842,0.9298245614035088,0.0,10.0,2.0,0.0,1,0
128,58,4,0,3,61,40,7,1,0.0847457627118644,1.0338983050847457,0.04838709677419355,5.0,0.0,0.0,1,0
129,118,7,0,10,96,44,6,1,0.06722689075630252,0.8067226890756303,0.10309278350515463,15.0,3.0,0.0,1,1
130,4,0,0,1,4,2,2,1,0.2,0.8,0.2,3.0,0.0,0.0,1,1
131,164,13,0,8,136,65,7,1,0.08484848484848485,0.8242424242424242,0.058394160583941604,44.0,3.0,0.0,1,1
132,92,2,1,1,81,46,6,1,0.03225806451612903,0.8709677419354839,0.012195121951219513,17.0,0.0,0.0,1,0
133,63,0,4,0,57,41,7,0,0.015625,0.890625,0.0,8.0,0.0,2.0,1,0
134,34,13,0,0,43,19,5,0,0.4,1.2285714285714286,0.0,2.0,0.0,0.0,1,0
135,35,5,1,1,35,21,5,1,0.16666666666666666,0.9722222222222222,0.027777777777777776,5.0,0.0,1.0,1,0
136,92,6,0,2,82,38,5,1,0.07526881720430108,0.8817204301075269,0.024096385542168676,24.0,2.0,0.0,1,0
137,11,2,2,1,14,8,5,1,0.25,1.1666666666666667,0.06666666666666667,2.0,0.0,0.0,1,0
138,5,0,0,0,5,2,2,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,3,0
139,14,2,0,0,16,11,3,0,0.2,1.0666666666666667,0.0,0.0,0.0,0.0,2,0
140,8,0,2,1,11,7,4,1,0.1111111111111111,1.2222222222222223,0.08333333333333333,2.0,0.0,0.0,1,0
141,66,2,10,3,72,35,4,1,0.04477611940298507,1.0746268656716418,0.0410958904109589,13.0,0.0,0.0,1,0
142,12,0,0,0,12,12,4,0,0.07692307692307693,0.9230769230769231,0.0,0.0,0.0,0.0,3,0
143,304,0,45,5,288,87,7,1,0.003278688524590164,0.9442622950819672,0.01730103806228374,14.0,0.0,1.0,1,0
146,32,12,1,2,41,22,4,1,0.3939393939393939,1.2424242424242424,0.047619047619047616,0.0,0.0,0.0,3,0
147,110,0,35,0,80,33,3,0,0.009009009009009009,0.7207207207207207,0.0,72.0,0.0,24.0,1,1
148,0,1,0,0,1,1,1,0,2.0,1.0,0.0,0.0,0.0,0.0,4,0
149,27,3,0,1,23,15,5,1,0.14285714285714285,0.8214285714285714,0.041666666666666664,3.0,0.0,0.0,1,0
150,61,5,0,4,68,38,6,1,0.0967741935483871,1.096774193548387,0.057971014492753624,6.0,0.0,0.0,1,1
151,8,0,0,1,8,4,4,1,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,3,1
152,26,2,0,2,27,13,5,1,0.1111111111111111,1.0,0.07142857142857142,15.0,2.0,0.0,1,0
153,14,3,0,1,12,7,4,1,0.26666666666666666,0.8,0.07692307692307693,0.0,0.0,0.0,2,0
154,9,0,1,0,9,8,4,0,0.1,0.9,0.0,0.0,0.0,0.0,3,1
155,79,6,1,0,74,19,5,0,0.0875,0.925,0.0,13.0,2.0,0.0,1,0
156,10,0,0,0,10,8,4,0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,4,1
157,11,1,0,2,14,12,3,1,0.16666666666666666,1.1666666666666667,0.13333333333333333,0.0,0.0,0.0,3,1
158,10,1,0,1,12,10,5,1,0.18181818181818182,1.0909090909090908,0.07692307692307693,0.0,0.0,0.0,1,0
159,11,0,0,0,9,3,3,0,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,2,0
160,3,1,0,0,4,4,2,0,0.5,1.0,0.0,0.0,0.0,0.0,5,0
161,20,0,0,0,20,9,5,0,0.047619047619047616,0.9523809523809523,0.0,3.0,0.0,0.0,1,0
162,11,1,0,0,11,5,3,0,0.16666666666666666,0.9166666666666666,0.0,2.0,0.0,0.0,1,1
163,19,0,3,1,23,8,6,1,0.05,1.15,0.041666666666666664,3.0,0.0,1.0,1,0
164,12,0,0,1,13,8,4,1,0.07692307692307693,1.0,0.07142857142857142,0.0,0.0,0.0,4,0
165,72,0,0,1,69,31,6,1,0.0136986301369863,0.9452054794520548,0.014285714285714285,1.0,0.0,0.0,1,0
168,2,0,0,0,2,2,2,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,5,1
169,22,0,0,0,18,9,3,0,0.043478260869565216,0.782608695652174,0.0,0.0,0.0,0.0,3,0
170,118,7,4,1,97,37,7,1,0.06722689075630252,0.8151260504201681,0.01020408163265306,5.0,1.0,0.0,1,0
171,4,0,0,1,5,5,4,1,0.2,1.0,0.16666666666666666,0.0,0.0,0.0,3,0
172,0,11,0,1,12,7,5,1,12.0,12.0,0.07692307692307693,0.0,4.0,0.0,1,0
173,186,9,0,5,157,71,4,1,0.053475935828877004,0.839572192513369,0.03164556962025317,92.0,6.0,0.0,1,0
174,45,0,0,1,43,29,7,1,0.021739130434782608,0.9347826086956522,0.022727272727272728,0.0,0.0,0.0,1,0
175,18,0,0,0,17,10,3,0,0.05263157894736842,0.8947368421052632,0.0,9.0,0.0,0.0,1,0
176,10,1,0,0,11,6,2,0,0.18181818181818182,1.0,0.0,0.0,0.0,0.0,5,0
177,43,2,0,1,38,17,6,1,0.06818181818181818,0.8636363636363636,0.02564102564102564,0.0,0.0,0.0,2,0
178,167,16,0,2,136,77,7,1,0.10119047619047619,0.8095238095238095,0.014598540145985401,46.0,1.0,0.0,1,0
179,29,4,1,1,31,28,5,1,0.16666666666666666,1.0333333333333334,0.03125,0.0,0.0,0.0,2,0
180,16,0,0,0,16,12,4,0,0.058823529411764705,0.9411764705882353,0.0,4.0,0.0,0.0,1,0
181,7,0,0,0,7,5,2,0,0.125,0.875,0.0,4.0,0.0,0.0,1,0
182,84,11,0,0,86,40,5,0,0.1411764705882353,1.011764705882353,0.0,32.0,3.0,0.0,1,1
183,90,8,0,5,88,33,6,1,0.0989010989010989,0.967032967032967,0.056179775280898875,0.0,0.0,0.0,2,0
184,20,7,1,1,26,16,5,1,0.38095238095238093,1.2380952380952381,0.037037037037037035,4.0,0.0,0.0,1,0
185,5,0,0,0,5,5,3,0,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,0.0,1,0
186,86,3,2,1,83,52,6,1,0.04597701149425287,0.9540229885057471,0.011904761904761904,13.0,1.0,1.0,1,0
187,18,0,0,1,15,6,4,1,0.05263157894736842,0.7894736842105263,0.0625,2.0,0.0,0.0,1,0
188,11,0,0,0,11,10,6,0,0.08333333333333333,0.9166666666666666,0.0,4.0,0.0,0.0,1,0
189,16,0,0,1,17,14,4,1,0.058823529411764705,1.0,0.05555555555555555,2.0,0.0,0.0,1,0
190,301,15,0,6,286,136,7,1,0.052980132450331126,0.9470198675496688,0.020905923344947737,48.0,1.0,0.0,1,1
191,6,0,0,1,6,4,2,1,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,6,0
192,127,10,0,12,120,57,7,1,0.0859375,0.9375,0.09917355371900827,10.0,3.0,0.0,1,0
193,54,0,11,0,61,21,5,0,0.01818181818181818,1.1090909090909091,0.0,0.0,0.0,0.0,2,0
194,57,3,0,0,44,17,7,0,0.06896551724137931,0.7586206896551724,0.0,6.0,0.0,0.0,1,0
195,38,2,0,0,38,29,6,0,0.07692307692307693,0.9743589743589743,0.0,1.0,0.0,0.0,1,0
196,45,1,0,3,32,18,5,1,0.043478260869565216,0.6956521739130435,0.09090909090909091,10.0,0.0,0.0,1,0
197,124,15,0,2,125,68,7,1,0.128,1.0,0.015873015873015872,25.0,0.0,0.0,1,0
198,1,0,0,0,1,1,1,0,0.5,0.5,0.0,0.0,0.0,0.0,5,0
199,91,4,0,0,83,41,5,0,0.05434782608695652,0.9021739130434783,0.0,0.0,0.0,0.0,2,0
200,24,5,0,1,26,17,6,1,0.24,1.04,0.037037037037037035,1.0,1.0,0.0,1,0
201,41,2,9,1,49,20,5,1,0.07142857142857142,1.1666666666666667,0.02,0.0,0.0,0.0,2,0
202,8,1,0,2,11,8,6,1,0.2222222222222222,1.2222222222222223,0.16666666666666666,0.0,0.0,0.0,2,0
204,4,0,0,1,4,2,2,1,0.2,0.8,0.2,0.0,0.0,0.0,2,0
205,80,4,0,0,76,45,6,0,0.06172839506172839,0.9382716049382716,0.0,6.0,0.0,0.0,1,0
206,274,0,20,1,215,48,7,1,0.0036363636363636364,0.7818181818181819,0.004629629629629629,13.0,0.0,1.0,1,0
207,16,0,0,0,16,11,3,0,0.058823529411764705,0.9411764705882353,0.0,0.0,0.0,0.0,3,0
208,37,1,1,2,39,26,6,1,0.05263157894736842,1.0263157894736843,0.05,1.0,0.0,0.0,1,0
209,102,7,0,2,77,50,7,1,0.07766990291262135,0.7475728155339806,0.02564102564102564,9.0,0.0,0.0,1,1
210,14,8,0,1,20,9,2,1,0.6,1.3333333333333333,0.047619047619047616,8.0,6.0,0.0,1,0
211,16,1,0,3,17,10,3,1,0.11764705882352941,1.0,0.16666666666666666,7.0,0.0,0.0,1,0
212,18,3,0,4,19,18,6,1,0.21052631578947367,1.0,0.2,1.0,0.0,0.0,1,1
213,19,0,2,0,20,9,5,0,0.05,1.0,0.0,1.0,0.0,0.0,1,0
214,10,1,0,0,9,5,3,0,0.18181818181818182,0.8181818181818182,0.0,5.0,1.0,0.0,1,1
